text,label
I know she trusts me not to report it and I know if I did she would feel betrayed and would probably never forgive me.,Mind Reading
We were friends before they married so I guess you could say I was robbed of a wife and robbed of a life.,Personalization
And I keep jumping in the ring for more punches.,Personalization
It’s almost as if she’s trying to be a kid again as weird as that sounds. I’m just really worried about her everyday something new is wrong and I get that people age.,Labeling
don’t know if they’ll even believe me.,Mind Reading
1 – Speaking ill of someone’s past to a total stranger 2 – ignoring the girlfriend of your friend when they first meet 3 – calling the girlfriend of a friend irrational 4 – boasting about achievements 5 – faking another mental illness 6 – taking a position of high responsibility 7 – excluding a newcomer from a group 8 – using sarcasm towards the girlfriend of a friend 9 – belittling others publicly 10 – using the boyfriend of the girlfriend to lie for them and call them irrational on their advices,No Distortion
My husband has vocalized time and again that he is “on my side” but regularly (every other week or so) continues to see and talks to his parents as if nothing happened.,All-or-nothing thinking
I can’t stop thinking about something will happen to her so bad bc she doesn’t eat.  Sometimes I think she will get a big health problem or mental issue and I am trying to think about how can I deal with it.,Fortune-telling
"While I am devastated about his loss, I also feel an odd sense of guilt and envy because he actually did what I’ve always wanted to/thought about doing.",Emotional Reasoning
I’m 26 years old disabled and my mother controls everything and lies about everything.,Overgeneralization
"Going into 8th I originally had hope, I hoped I go back and I’d fall back into the old groove of things and everything would be fine, but when I got back it was just more issues.  I didn’t trust anyone, every time I was with my friends I just felt alone, and I figured they probably wanted me gone so they could actually have a good time.   A part of me wonders if this all karma, and I’m actually a bad person, or a narcissist thats suffering the consequences of her actions.",All-or-nothing thinking
"As I finished fabricating my future argument, all this realization popped into my head and this is the only time I’m being honest about myself so here I go.",Overgeneralization
I need help I’m engaged to be married but I think I’m in love with an old time friend and I do not know what to do. I’m torn about this I care about both so much please help my what can I do to know what the right choice will be ??? Kind regards (From South Africa),No Distortion
"Are there ways to avoid letting chronically angry and verbally abusive people affect your mood? I have a bad-tempered family member that I cannot avoid. She used to yell at me a lot and got violent sometimes. Since I stood up to her several times, she has not dared to attack me directly. Instead, she goes around yelling, swearing, slamming doors and will raise her voice to make sure I hear it if I am far away or in bed. I don’t mind curse words in general, but find the intent and vehemence of her swearing offensive and it is degrading to have this constantly directed at me.",No Distortion
Every time I’m out with friends I feel uncomfortable and awkward. I always feel like I’m putting a front or an act in front of everyone I speak to and I could only feel at ease when I’m at home by myself.,All-or-nothing thinking
my worst fear is that ill end up crazy or Schizophrenic.,Fortune-telling
"People are trying to read my mind and steal my thoughts, and I hear voices of people telling me to do terrible things.",Mind Reading
No one believes me when i try to explain it to them.,Overgeneralization
I often think I am a failure but sometime in am cocky.,All-or-nothing thinking
"People’s internal actions and reactions are so dull, slow, foolish, and I cannot say anything because they won’t be able to understand my words, and I know exactly why.",Labeling
"I just feel that if they could die peacefully, it would be best for their victims.",Emotional Reasoning
"I always was there for my friend S when he was complaining about his friend C, and I was always trying to make S happy. No matter what C did to S, S always forgave C instantly, but never me if I did anything similar.",Overgeneralization
one moment he would say he was committed to trying and the next I wasn’t right for him.,All-or-nothing thinking
"Along with this, I can no longer have a conversation with my grandparents or dad because of social anxiety even though I could before. When in school now I will feel positive but I know somehow that I’m not and I then will go home afterward and completely change even though I don’t know why I just suddenly end up being really sad",Fortune-telling
From a teen in Canada:  me and my boyfriend have been dating for 1.7 years both 18 years old so our relationship is very good dispute the arguments and a 4 month break from each other to sort out our life because we are at the age where the decisions we make are ever lasting.,No Distortion
The reason I”m contacting is that i feel I”m losing more and more grip of reality with every passing day but also have zero interest in wasting my time with therapy because there is no amount of therapy or no therapist who could convince me that it will ever get any better.  When you have spent almost the entire time you”ve been out (since 2007) being told that your life is worthless because of how you look means that PEOPLE will not get any better either.,Fortune-telling
"There have been many more situations like this, and it’s getting really hard to live in an environment where now everyone (all twice my age or more) pick apart even my phone conversations and yell about who they think i am. Im not sure how to respond, so I ignore it and stay focused however my stuff gets damaged, and i cant speak up without being turned into the “enemy”",Mental filter
"I’m only 13, and when I think about the stuff I’m about to write, I feel like I’m just like all the other kids who want attention so they exaggerate their problems.",Emotional Reasoning
I look at myself a lot and have such a hard time not noticing imperfections.,Mental filter
"I can’t even talk to them about how I feel about their treatment towards me cause they’ll just brush my feelings aside or snap at me and it’s because of that fact that I don’t talk much or if I DO talk, it’s awkward and stilted.",Mind Reading
Our issue is he spends all his time playing violent games on the laptop and not do homework or help out around the house.,Overgeneralization
"It was only one dream and I just had it, but I was wondering if this is an indication that I was actually molested as a child?",Magnification
There are some times wehere I also feel like I’m dreaming constantly.,Overgeneralization
"I’m 24-yo woman and i’m attracted to teenage girls! Especially 14-19 yo girls looks sexually attractive to me! I follow some teenage female actresses,dancers,singers,models … on instagram and something else! I fantasize sexual relationship with these girls (sometimes i fantasize them having sex among themselves) and I imagine them acting,dancing sexy and non-nude on the Tv show! I’ve never had sex with underage girls cause i also like 20-28 yo women but mostly i like teen girls age range 14-19.. I like %80 teenage girls(14-19) and %20 adult women (20 and up).",No Distortion
"From India: I am a 20 year old male. I have been halla confused and depressed since an year or two . There a many issues harboring my mind. Firstly, since few months I get this weird feeling or say desire of being a woman. I think I am hetrosexual most definitely. this has been lurking within me since some months.It feels to be much better. It might be sexual frustration but I don’t know. I was also nearly sexually molest when young ,by a man, at around 14.",No Distortion
From a teen in the U.S.: I’m a 14 year old girl and I feel like I’m not attracted to straight guys. I’m only attracted to gay guys. I’ve had boyfriends but it’s not normal. I like them but I feel different when I’m with gay guys or even just seeing them. When I see or hear or anything about a gay guy or gay couple I feel something inside me and my heart just starts to race like crazy. I’ve even had a dream and I was a guy with a boyfriend and I felt like that’s what I liked. I just don’t know what to do and I could really use some help.,No Distortion
I don’t know if we can reconnect as long as my mother is in her life.,Fortune-telling
I’m not sure if I’m doing right but I feel the need to get away for my mental health.,Emotional Reasoning
"I see the light flickering by my window, someone’s there. I hear something under my desk, someone’s there. Every little thing is making me terrified and unless I take benedryl, I physically can’t sleep because I’m so afraid.",Magnification
"From the U.S.: My brother is 14 now, I’m 21. When he was around 3 or 4, and I was about 10 (vague memory) he slept over in my room all the time. But one time, after I saw a movie where people kissed, I was curious. We often kissed on the lips but one night before bed I kissed him too long. I think I just plopped my open mouth on his lips, not knowing that it was really “sexual” or “romantic” but thinking I was “practicing” so I must have known it was weird. I think it lasted like 5 seconds, and i think he told me to stop.",No Distortion
"I don’t have a lot of empathy, I think that I am the best person in the world and I say that to people, I have a big ego and if something is not right I always think the worst.",All-or-nothing thinking
"The problem is that almost every second of everyday, I feel like if I tell the entire truth in any kind of situation something bad will happen, or I will be in trouble.",Emotional Reasoning
"I forgave him at the beginning of the relationship when I found out he cheated on me, but I have never managed to rebuild the trust. So obviously this makes me feel really disrespected as I sit there all night waiting and going crazy worrying if he is safe, if he is with another woman, if he is injured…like there are so many things that go through my mind during those dreadfully long hours until he decides to get in touch or come home.",Overgeneralization
"From a young woman in Bangladesh: My mother was never really happy with my father tho he is a real gentleman and treats her fairy well. He is always beside her when she’s ill and tries his best to support her yet my mother involved in extramarital relationship more than once. When I was a kid, I saw my mother with my own uncle (youngest brother of my father) sharing the bed while my father was out of the city. Often when my dad went outside the city, my uncle came to our house and it was never ok for me even being a very little kid, I could sense well that they’re doing something really immoral.",No Distortion
"Avoiding doesn’t help and I don’t want to, nor replace it by forcing myself in a relationship. I want to confront it so I never have the issue again.",All-or-nothing thinking
"I feel this is because I look very much like his ex-wife, my mother.",Personalization
My brother is a massive liar. W,Labeling
"In a group they were intent on assuring another patient how pretty she was, but at the same time putting me down. We both had short hair and no makeup",Overgeneralization
And whenever she does try and start conversation with me saying” [My name] guess what happened” I get genuinely mad and annoyed and barely respond.,Emotional Reasoning
"I immediately think of the worst case scenario…It can get from “Oh they are just late”; to “What if they got in bad a car accident?” or “If I call them now they might get distracted while driving and it will be my fault, maybe they are in trouble.”",Magnification
"I had the tendencies to please people before him but after him it is the most noticeable, in my opinion, trait about me.",Overgeneralization
I tend to drift in and out of conversation with other people and I end up saying random things that are associated with the parts of the conversation I hear. I have no recollection to what I am doing in my mind as the conversation proceeds but it’s like I’m physically there but I am not. Why do I do this?,No Distortion
"I used to have a pretty high sex drive, but in the past year it plummeted completely.",All-or-nothing thinking
"This goes away for a time and I begin to go back to usual but then it comes back I know having a purpose helps but when I got a job a few months back I felt better than ever and as if everything was great and then all the sudden it came back not sleeping, anxiety, sadness, avoidance having no drive etc.",All-or-nothing thinking
Nothing I do or say is ever right.,Personalization
I just want my number one person to understand that family shouldn’t be this involved in your friend group etc,Should statements
"Keeping in mind that I attend one of the best schools in my country, that I have excellent living conditions and that everybody who lives in my house has everything they need, I should not have a reason to feel this way… but still, my friends and other family members all have a great amount of wealth that makes me feel self-conscious of my where I live, what I do, how I dress and the things I own.",Should statements
"I know I’m not a full-blown psychopath, but I feel like I show some signs and I need to know what to do.",Emotional Reasoning
"I was abused physically, mentally, and emotionally by my mother for the majority of my life. I’ve recently left the situation and am now worried. I have (a few) gaps in my memory, remember things happening but like I was a passenger in my own body, and have heard voices from a small child, a grown woman, a teenage boy, amongst my own. They’re like fragments or me, but not at the same time, because they’re not me, if that makes any sense. I don’t know what to do. Am I broken? How do I fix this?",No Distortion
I can”t stand when she comes around and I can tell he knows how I feel.,Mind Reading
"Thank you for reading my question. I recently had a disagreement with some family members after watching an interesting psychological movie. The following question is not specifically personal to me, but just a general wondering (to settle the argument). Is it possible for a person to be a psychopath and a sociopath, or are those two things mutually exclusive? I have tried researching on my own, but haven’t found a clear answer.",No Distortion
"But, I can’t help but feel like I have no right to call myself a victim.",Personalization
"So my parents have 50/50 custody, the past year i was kicked out living my aunt because my parents didn’t want to deal with me . Anyways now i want to live with my dad but my mom wants me to live with her. 1. I do not get along with my mom, there’s never a moment where we do not fight and she lives in a tiny one-bedroom apartment and i would have to sleep on the floor. At my dad’s , i want to live there but my stepmom is telling my dad i can’t ?? I have a room there and everything, she says because she doesn’t trust me and she doesn’t feel safe around me when she’s literally thrown stuff at my head, called the cops on me and everything. Living with my dad may be sucky but it’s a hell of a lot better than sleeping on the floor. What do i do if my dad refuses to let me live with him even though i’m still a minor.",No Distortion
I have these erotic fantasies too that I’ve had for my whole life. To me they aren’t disturbing though. I thoroughly enjoy them but I don’t want to go to jail.,Magnification
"Hello, I have been dealing with this problem, I’m pretty worried I might be a Pedophile, I am 16 and shouldn’t really be worrying about this I feel like but it keeps eating at me, I’ve never had the desire to touch a kid, and when I did it was before I hit puberty (as a kid myself) when I was 14 I was in a relationship with someone a little older than me (she would have been around 15) I honestly felt like I was in love with this person, shortly after that we broke up and it honestly emotionally destroyed me for a while, I’ve been diagnosed with Chronic Depression and Social Anxiety, my mother is pretty certain I have OCD just by the way I talk about things.",Overgeneralization
"I can be annoying, emotionally distant, awkward, and occasionally clingy. I realize that but I don’t know what to do about it.",Labeling
He has been fighting with my dad about every little thing and talks to her after every fight.,Overgeneralization
"From a teenage young woman in Chili: So, I have this friend, that has been thinking about attempting against her life, and she seems determinate, she says that she feels empty, that she don’t want to do nothing, she feels unuseful and feel like she is failing to his friends by being so down and not being able to give them properly attention, she goes to a therapy and take pills but suddenly it aren’t helping anymore, she was about to leave those pills because she was feeling better but all of a sudden this feeling came to her. Then there is this other friend, she has the same issue but she thinks no one really cares for her and her family don’t treat her good, she is not in therapy because her family don’t let her to, she feels unloved and we are not that close either so i don’t know what to tell her either I don’t know what to tell them at all, i want to give them some advice or support, please help me.",No Distortion
"And if anyone of my uncles knows about her texts and the pictures she sends to that guy, they will kill her because it is against our religion and our culture and they are very strict. I always cry and I still look thru her phone and see all the disgusting things she says and sends to that guy. I don’t know if I should tell anyone or keep it a secret still.",Mental filter
"I feel anxious, inadequate, not good enough for him. I get how me complaining makes him feel inadequate, so it’s a vicious cycle id like to break.",Labeling
I’ve cheated on every boyfriend numerous times.,Overgeneralization
"She is now making me choose between my boyfriend or them, and honestly if she thinks that my boyfriend is the one hurting me she is very wrong, I love her very dearly but now the only one causing me pain when I’m already feeling helpless is her.",Mind Reading
I don’t think my mom feels safe either.,Mind Reading
"I have a lot of the symptoms, if not all of them.",Overgeneralization
"I have a friend who has autism just like I do. At first we had a lot in common when we first met. As the short two years go by, I’ve learned we really don’t have a lot in common besides video games, anime and plush toys. Our values and beliefs differ from each other. She prefers family while I choose independence.",All-or-nothing thinking
I’m really scared to what I might do if my family keeps this non-supportive attitude…,Fortune-telling
The fantasies have been following the same narrative where someone severely abuses me and is justified because I did something horribly wrong to my abuser or their family member.,Personalization
"From the U.S.: Husband is receiving trauma therapy.  In therapy yesterday he shared that there is domestic violence in our home and that he wants to heal and learn skills to keep this from happening.  This morning, CPS was at our door regarding DV reported yesterday",No Distortion
I can’t stand when she comes around and I can tell he knows how I feel.,Mind Reading
"I have been dating the same person for almost three years, I recently find myself getting angry because I feel i am not completing my goals as fast as I would like to and in return blaming it on the relationship, for the this reason: If i worked more overtime I could reach my goal faster but don’t want to because then I would miss him a lot and i would be miserable about seeing him less, where as when i was single i had no issues working as much as I had to, in order to obtain my goals because i had nothing to look forward to when I came home.",Magnification
They hurt me and I can’t shake the urge to just give up on life now I know they don’t want me anymore.,Magnification
"Hey, I sometimes feel like there is a weight on my chest a heavy rock as if someone if pressing my chest I feel anxious and uneasy, sometimes I can’t even give a name to my feelings and I sit there wondering what do I have, I have some symptoms of OCD for example in a shop I so I’d touch dresses and if I touch one with my left hand it has to be touched by my right hand as well in the same manner there are many more examples of such things but I have never had an anxiety attack. What is this? (From India)",No Distortion
"I have been seeing my therapist for 4 sessions now to talk about things related to my family, my past, just difficult things I had to go through and our goal is to understand myself better. Now this last time I saw him, he asked me what my sexual fantasies were. I don’t understand how it could be beneficial to talk about them but I didn’t think of that at the time so I didn’t ask him. But is it a violation of privacy’? Is it out of line of him to ask me that? (From the UK)",No Distortion
"Hey, I sometimes feel like there is a weight on my chest a heavy rock as if someone if pressing my chest I feel anxious and uneasy, sometimes I can’t even give a name to my feelings and I sit there wondering what do I have, I have some symptoms of OCD for example in a shop I so idk touch dresses and if I touch one with my left hand it has to be touched by my right hand as well in the same manner there are many more examples of such things but I have never had an anxiety attack. What is this?",No Distortion
There are some times we’re I also feel like I’m dreaming constantly.,Overgeneralization
"I’m at a loss, she’s gonna ruin her life again for an ex.",Personalization
I just know that I had a really happy early childhood until age seven when I moved to a new school I didn’t like and my grandmother got diagnosed with dementia so my mom was never around much for a few years.,All-or-nothing thinking
"I know that’s unhealthy, but I don’t seem to be fufilled from positive attention only.",Should statements
I used to think its normal but now in not so sure.,Labeling
"The relationship with my mom has worsened due to a lie I told back in February, which I took full responsibility for and I am aware that hiding my depression from her and the fact that I was seeing a physiologist without her knowing was not okay, but I felt as if she wouldn’t understand, because she’s always told me I make a big deal out of everything and that I want to make it seem like I’m a victim when I cry, so I was ashamed to tell her and face her criticism.",Personalization
I really feel like I’m on the edge from just going insane because I feel helpless/hopeless.,Emotional Reasoning
"But I also get thoughts in my head such as you don’t do this, something bad will happen. Or stop doing this or something bad will happen.",Fortune-telling
The reasons I don’t want to tell her I am struggling is because I’m afraid she will try to bring everything back to her.,Mind Reading
"I get mad over every little thing he does like coming home late from work or when he says things that i shouldn’t be getting mad over.  I want to change and let all of the anger go, I know it’s not healthy which is why I want to change, I just don’t know how to…",Mental filter
I cannot concentrate even for two minutes and i’m afraid that it’ll affect my career.   I got my 12th results yesterday and found it disappointing as i expected better grades.,Fortune-telling
"I’ve always noticed that if she can’t see something, she doesn’t believe in it.",Mind Reading
I tried my best to make my marriage work and meet up to my husband’s and his family’s expectations but I am always being told that I am good for nothing and I should probably kill myself.,Overgeneralization
"And I feel as though she simply can’t grasp the fact that, I at least care about her.",Mind Reading
He has been fighting with my dad about every little thing.,Overgeneralization
"I feel as if the more I express myself, the more frightened I am to express myself, and I think it’s all because of what I did when I was in middle school.",Emotional Reasoning
Because nothing I did was ever good enough we decided together that I should seek for a new mentor.,Personalization
my family always tries to tell me WHY i shouldnt feel a certain way and it makes it worse.,Magnification
"I met her to reconcile but it led nowhere, and she didn’t really tell me what I did to cause this change.",Personalization
"Hello, thank you for reading this, People say overthinking is to think about a given issue way too much for me let’s say I had some trouble a week ago and now I have made a decision and that problem Is all solved and I know it however when I am free or happy I force myself to think about it and everything I just can’t stop it and I do that until I stop feeling happy.",All-or-nothing thinking
 People say overthinking is to think about a given issue way too much for me let’s say I had some trouble a week ago and now I have made a decision and that problem Is all solved and I know it however when I am free or happy I force myself to think about it and everything I just can’t stop it and I do that until I stop feeling happy.,All-or-nothing thinking
I feel like she doesn’t even love me anymore.,Mind Reading
I do not trust others and I do not trust myself so a lot of the time I feel as if I am not mentally ill and only making it up.,Emotional Reasoning
"One is, I know I lack a lot of empathy. A lot of people that know me tell me this. An example is, one time I made my friend upset (she was crying a lot) and I didn’t care at all. I knew how she was feeling but I didn’t really care. I didn’t feel any remorse.",Overgeneralization
My girlfriend who has my best friend for 2 years and I decided to move into a relationship. She an introvert INFJ. We have both been in love since we both met but never acted on it. On my first visit I discovered she was lying about communication with a male friend who she had a one-night stand with last summer.,No Distortion
they stopped because i’m just the filth what’s left.,Labeling
I have been plagued all my life with a lack of memory for practically my whole past.,Overgeneralization
"The problem is that if don’t do well in the first one, my family and relatives will be really mad at me and i’m scared thinking about it. Also the one in which I’m interested has a tough competition so chances that i’ll get into it are extremely low.I’m feel guilty for betraying my parent’s faith in me.",Fortune-telling
"From an 80 year old woman in the U.S.: Life will be going normal.Something will happen that I don’t like or disagree with, nothing serious. All of a sudden I feel pressure in my head, maybe like it will burst.I never know when it might happen and there is no warning. I guess it is an anxiety attack.",No Distortion
"He doesn’t listen to anybody. If anyone tries to advice or criticize him, he stops having contact with that person like forever.",Overgeneralization
I feel like he want someone else and is just with me because he can’t get those girls,Emotional Reasoning
"Recently I have been consumed by certain fantasies and lack of empathy. When I see people in the street I wonder what it would be like to kill them(mostly out of boredom), and I have thought of ways I would do it – I’m particularly intrigued by poison or psychologically engineering a suicide because it’s quite passive(not violent/bloody). However, I don’t think I would ever do anything to hurt anyone, to be honest, I think 1) out of laziness and 2) I would want to be 100% sure I would get away with it. I’m an INTJ personality so I am meticulously organized and analytical. I have recently been very withdrawn socially and realized my relationships with people/conversations are quite superficial and I do it just because I sometimes need friends. However, while I feel like I can switch my empathy ‘off’ (stop caring), I do care very deeply for some people, and I love helping my loved ones and making their lives better. So I don’t understand why I can be a caring person as well as regularly lack empathy / feel superficially charming and manipulative and have fantasies are urges to hurt people? I’ve taken the Hare psychopathy checklist and scored 29, but like I said I can feel empathy when I want to, so I’m not sure that’s really accurate. Please let me know what you think and any advice (I know this isn’t clinical advice and I don’t think I need professional help, its not THAT bad). But still, appreciate any thoughts. (From England)",No Distortion
"From the U.S.:  My husband started to work from home like a year ago, it was just a part-time job and not very consistent.It worked well at the beginning but slowly started to be an issue in our relationship. I work full-time and I guess I started to be jealous of his schedule, being able to be home, etc. Since he had so much time, he started to play computer games again (used to play them 24/7 as a teenager) which also included joining some online forums. In July I discovered that he was talking to multiple girls online (sexually and romantically) and that he joined forums such “looking for relationship” etc. He told me he had only talked to one girl (I saw conversations with multiple women) and only because she had mental issues. After that, he stopped talking to them online, yet still kept playing video games. He was supposed to find a new job since his PT job slowly stopped making him any money, yet he wasn’t able to (or didn’t even try) find one within the past 6-7months. He plays his computer games around 10 hours a day, goes to bed at 3-5am pretty much every day, spends money (that I’m trying to save) on his games and ignores everything around the house. Whenever I try to confront him about something he gets very upset, calls me names like “b*tch” “idiot” and just yells at me. Whenever I find out he lied to me about something it’s the same – starts to yell at me, starts to throw things, hit himself, calls me names and sometimes blames it on me. Then he always apologizes and tells me how much he loves me and that I’m his everything. Now he is supposed to go back to school starting in two weeks, but every time I asked him to show me his log in, schedule or just something, he gets upset and his log in magically doesn’t work.I looked at his school email and saw many emails from his school counselors telling him that he was late to sign up and can only sign up for summer semester at this point. He also lied to them why he dropped out of school a year ago and said it was because of his dad’s illness (even though his dad is perfectly fine).I don’t have anyone to talk to since I moved from a different country to be with him.",No Distortion
"he started taking birth control pills at the three month mark, so this might be why she acts like this.",Mind Reading
I am always paranoids at night and feel as if something is out to get me and that would cause me to stare at something like the door or the mirror because I find it bad and I’d have a hard time falling asleep because of it sometimes as well.,Emotional Reasoning
"She might need therapy but I don’t think shed even listen to this suggestion.  How can we help her, giving her space but we don’t want her isolated ( she doesn’t have relationships outside the family), confronting her will push her farther away, talking to her won’t work she will just refuse to listen and we can’t keep ignoring it",Mind Reading
"I recently lost a loved one and everything got so much worse. I am stuck in a constant state of anxiety, and can’t find anyone to see me anytime soon.",Mental filter
I hate being considered a potential leader due to my traits. I hate them with a burning passion.,Labeling
"I have always considered running away, but I have never had enough courage to do so, under the fear that my mother will always end up finding me and scream at me and punish me.",Emotional Reasoning
"He is a gifted kid who doesn’t really like school. He speaks out of turn, has said mean things, and doesn’t really seem to care about authority or following the rules.   He gets really wound up and doesn’t listen and it feels like attention seeking behavior. ",Mind Reading
"From a young woman in the U.S.: My boyfriend (21) and I (20) have been together for 2 years now. The first year of our relationship was decent, I guess he was just more focused on himself only and not really the relationship. He lost something important to him and started leaning on me for support. Since then it has just been getting worse. He started getting unhealthily attached to me.",No Distortion
"Hello there, I am a 34-year-old male, happily married with kids. I love my kids and i love kids in general and have always been affectionate towards kids and infants in general. I have observed that in the recent past (since 3 – 4 years), i feel a strong urge to hurt specific infants. By hurting i mean only pinching, or slapping or scratching (basically anything that can make them suffer and cry a bit) but i don’t feel any greater harm. This feeling of hatred or urge to hurt is only for specific infants (3 infants of my wife’s sister, 2 infants of my wife’s brother and 1 infant of an old female friend’s brother). Apart from these infants, i don’t have this feeling for any other infant in the world. I like children and infants in general and do not have any bad feelings for anyone else. My relationship with my wife’s sister is very good and i do not have any problem with my wife’s sister or her husband and we enjoy a warm family relationship however i do not like my wife’s brother as such.",No Distortion
I have a very close friend who is getting day by day very hard to deal with. The top symptoms include; -compulsive talker -Very defensive -always swaying up and down/side to side when standing -has to be right/wants someone to always agree -easily angered -trouble getting words out(sometimes as in a stuttering manner) -will interrupt conversations to speak on a past conversation that upset him -will repeat himself while you’re talking over and over again until acknowledged.,No Distortion
"From the U.S.: After having a child recently, in-laws have begun to try and be more involved in our lives – visiting more, texting often, etc. Several boundaries have already been crossed (coming anyway when being told “no”, planning visits without consulting me, etc – the planned visits have been changed when I’ve pushed back).",No Distortion
"The mental healthcare system is appalling, its about cheap imported toxic drugs used to chemically neuter anyone who is passionate or who is white, straight, and conservative.  This is why I dont want to wake up tomorrow- where is the hope for any quality of life in the future?",Overgeneralization
"I have been having therapy for nearly 4 years, for childhood trauma and general, in the beginning things were fine, she asked all the right questions, but know I feel like things are very intense, she knows i find friendships complicated so she’ asked if we were friends, and 2 weeks ago I started sitting on the floor for comfort, then she joined me but sitting opposite but shoes off, but I found the way she sat across from me a bit uncomfortable, she had her legs open, we spoke about my feelings and how I felt that day and she said she would give her heart feelings to me.",Labeling
"I felt betrayed, lonely, boring and flat to him.   I questioned our relationship everyday and it gave me anxiety.",Labeling
"From the U.S.: I am divorced after an abusive marriage–my kids endured a lot. Despite this, after years of hard work, I have two children who, thankfully, have come through all that with flying colors. I have a lot on my side, good finances, career, and family.  NOTHING in my life makes me happier to more deeply satisfied than seeing my  kids happy and whole and thriving. I thank God DAILY for it.",No Distortion
I know that death comes and it has to come but I hate thinking about my family dying. I obviously know that it’s natural but it’s just hard to come to terms with it.,Should statements
"I’m starting to think that there’s something wrong with me and it’s my fault that he’s angry at me all the time.  The worst part is that I’m a Detective and have worked in the domestic violence unit before and I should be able to recognize whether or not this is going where I think and feel it might be, but I can’t. ",Personalization
"Ever since I was younger, even at around the age of 4 years old, I have always fancied older men. By this, I mean men including those that are middle-aged. I have also fancied people of a much closer age to me as well, and am in a relationship with someone of a very similar age.",No Distortion
It feels like he’s fighting as hard as he can to avoid letting go completely.,Mind Reading
"I am healed now, but I do fear that I may have suffered a bit worse mental health-wise.",Emotional Reasoning
I’m the clown in my circle of friends and the “crazy energetic optimistic person” that cheers people up.,Labeling
It tends to feel very loud and insistent and i have absolutely no control over it.,Emotional Reasoning
"I feel robbed of the opportunity to talk to her.   Now her dad wants me to talk to her, her mom wants me in counseling, and I want to ignore it because I am honestly thinking this is some kind of trap being set by her mother in hopes of getting full custody. ",Personalization
I feel like my fiance is attracted to my 18 year old daughter and does things that makes me wonder I’ve been with my fiance for over a year now and we have a 9 month old baby together.,Mind Reading
"From reading that, I got scared and started worrying I was developing Schizophrenia.",Overgeneralization
"I find my mouth and tongue don’t move as quickly as they once did and I can’t speak as quickly anymore. I am 56, and years ago I could rattle off things quickly. I am not super slow, but I find that people finish my sentences, or answer before I finish. Are there tongue and mouth exercises I can do to speak quicker again? As well, I forget what I am about to say often…like a word. “I put the paper down on the table”…meaning the chair. I rattle through 4 of my child’s siblings names before getting to theirs. (There are no favorites…I do this with all of them! haha.) I know that others do this also. Is this a brain thing, or is this a lazy thing?",No Distortion
"I was emotionally abusive at times, reacted with anger/insults out of jealousy/insecurity.",Labeling
"but now just all of a sudden i feel so dumb, i’ve no opinions, slow in studies; in fact, i just can’t concentrate in class.",Labeling
"For a while I never thought about it as bad and even forgot it happened but, suddenly this year, I remembered and wanted to know if it has affected me.",Magnification
By parents were mad at me because somehow an 11 year old was suppose to know what to do.   I thought it was my fault.,Personalization
"I let it go until I recently saw that they became friends on Facebook. I again got very upset with him and expressed how much it bothered me.   As I have told him, I fear he has developed feelings for this person and doesn’t want to admit it to himself, let alone me.",Magnification
"I’m quite dark, i like dark humor, im nice, im also a jerk.",Labeling
I can only control not to do this for only 1 day and then I start to do it again.,Personalization
From a teen in the U.S.: Hi I been struggling from depression all my life and i use the internet in way to numb my pain and to forget im even alive. I left a religion that i didn’t approve of when i was 15 Jehovah Witness and my mom wants to force me to go She tells me Im not happy because I dont believe in god,No Distortion
This should make me frustrated but I dont even feel that.,Should statements
Met my sister-in-law in 2004 she is heavy set and had an ordinary style.,Labeling
"I just want the world to burn for what it did to me,",All-or-nothing thinking
"From a young woman in the U.S.: My sister is obsessed with blaming how she was raised for all of her problems and makes up stories about her childhood. She recently got a degree in early childhood development. When she was still in school taking the classes for her major, she started talking a lot about her own childhood and criticizing how she was brought up.",No Distortion
"Through my childhood I was abused, mentally and physically. I believe I have done my best to overcome it and get as much closure as possible. However, and as much as I don’t enjoy to admit, it’s still with me. I’m 18, I ended the toxic ties I had with my abusers, and overall I’m an healthy individual. Nonetheless, I carry bad habits from that time, such as dissociation. I daydream all the time, I need to constantly have sounds on, either music or TV (even if I’m not watching it), I feel empty and zombie like every few days. I know what this is, and I also have waves of depression now and then, but i can’t figure it out why. I want to fix it. From my experience, psychologists and psychiatrist don’t help. I don’t know what to do. I don’t particularly want to talk about the abuse, but i want to be healthy. I’m tired of having this abuse influence me. I want to be healthy.",No Distortion
And one day I started doing something disgusting which I fully regret now.,Labeling
My mind never seems to drift away from over-analyzing any small part of my day that may be related to some sort of symptom of a disorder (such as overreacting to any thoughts that don’t seem to be mine kind of thing).,Overgeneralization
"She has always been a little nuts (yelling at guys she doesn’t like, getting belligerently drunk, etc).",Labeling
"Now, I’m a 38 failure, I’m homeless, jobless, depressed etc. I had chances to do something with myself but I always seek destructive situations to be in, so I think I’m addicted to being sad, poor, and having people treat me as they wish.",Labeling
"I’m having flashbacks of being involved in sexual activity from the age of around 7, the boy was 4 years older than me. I remember waking up to him touching me during a sleepover and telling me to be quiet. I didn’t know what he was doing and was too scared to say anything.",No Distortion
"During the years, it became more and more obvious that I’m underweight.",Labeling
But for as long as i can remember i have this constant fear of someone being in my house and them going to kill me. I constantly check closets and around corners. The fear never goes away and im always on edge that some random person is in my house and i could die,Fortune-telling
It turns out that my family had a couple of family friends who were pedophiles. When I heard this I got a sick feeling and started to question everything again.,Overgeneralization
